file_path,line_number,raw_value,context_snippet,why_hardcoded,proposed_token_or_remediation_path
app/styles/admin-pages.module.css,41,#fbbf24,"  background-color: var(--mm-warning-light, #fef3c7);
  border-radius: var(--mm-radius-lg);
  border: 1px solid var(--mm-warning, #fbbf24);
}
",Color value hardcoded instead of using design token,var(--mm-color-*)
app/styles/admin-pages.module.css,48,#92400e,".warningText {
  font-size: var(--mm-font-size-sm);
  color: #92400e;
  margin: 0;
}",Color value hardcoded instead of using design token,var(--mm-color-*)
app/styles/admin.css,264,#2563eb,"
.admin-btn-export:hover {
  background: #2563eb;
  transform: translateY(-1px);
  box-shadow: var(--mm-shadow-sm);",Color value hardcoded instead of using design token,var(--mm-color-*)
app/styles/admin.css,277,#dc2626,"
.admin-btn-delete:hover {
  background: #dc2626;
  transform: translateY(-1px);
  box-shadow: var(--mm-shadow-sm);",Color value hardcoded instead of using design token,var(--mm-color-*)
app/styles/admin.css,450,#dc2626,"
.sm-btn-minus:hover:not(:disabled) {
  background: #dc2626;
  transform: scale(1.05);
}",Color value hardcoded instead of using design token,var(--mm-color-*)
app/styles/admin.css,465,#059669,"
.sm-btn-plus:hover {
  background: #059669;
  transform: scale(1.05);
}",Color value hardcoded instead of using design token,var(--mm-color-*)
app/styles/components.css,548,#ef4444,"   WHY: Red color for auth failures */
.auth-error-critical {
  color: #ef4444;
}
",Color value hardcoded instead of using design token,var(--mm-color-error-500)
app/styles/components.css,554,#f59e0b,"   WHY: Orange color for permission issues */
.auth-error-permission {
  color: #f59e0b;
}
",Color value hardcoded instead of using design token,var(--mm-color-warning-500)
app/styles/components.css,573,#e5e7eb,"  height: 24px;
  border-radius: 4px;
  border: 1px solid #e5e7eb;
}
",Color value hardcoded instead of using design token,var(--mm-color-*)
app/styles/components.css,582,#e5e7eb,"  height: 24px;
  border-radius: 4px;
  border: 1px solid #e5e7eb;
}
",Color value hardcoded instead of using design token,var(--mm-color-*)
app/styles/components.css,612,#6b7280,".adapter-meta-text {
  font-size: 0.875rem;
  color: #6b7280;
}
",Color value hardcoded instead of using design token,var(--mm-gray-500)
app/styles/components.css,631,#6b7280,"   WHY: Gray background for cancel/dismiss actions */
.btn-modal-cancel {
  background: #6b7280;
  color: white;
  padding: 0.75rem 1.5rem;",Color value hardcoded instead of using design token,var(--mm-gray-500)
app/styles/components.css,644,#3b82f6,"   WHY: Blue background for safe confirmation actions */
.btn-modal-confirm {
  background: #3b82f6;
  color: white;
  padding: 0.75rem 1.5rem;",Color value hardcoded instead of using design token,var(--mm-color-primary-500)
app/styles/components.css,657,#ef4444,"   WHY: Red background for destructive confirmations */
.btn-modal-danger {
  background: #ef4444;
  color: white;
  padding: 0.75rem 1.5rem;",Color value hardcoded instead of using design token,var(--mm-color-error-500)
app/styles/components.css,676,#b00020,"
/* WHAT: Error message text color
   WHY: Red error text (#b00020) for form validation */
.text-error-red {
  color: #b00020;",Color value hardcoded instead of using design token,var(--mm-color-*)
app/styles/components.css,678,#b00020,"   WHY: Red error text (#b00020) for form validation */
.text-error-red {
  color: #b00020;
}
",Color value hardcoded instead of using design token,var(--mm-color-*)
app/api/auto-generate-chart-block/route.ts,72,#3b82f6,"        label: chartTitle,
        formula: `stats.${variableName}`, // WHAT: Reference the stats variable
        color: '#3b82f6', // Blue accent color (not visible for image/text charts)
        ty",Color value hardcoded instead of using design token,var(--mm-color-primary-500)
app/report/[slug]/ReportChart.tsx,328,#ffffff,"    return {
      bg: cs.getPropertyValue('--chartTooltipBackground').trim() || 'rgba(31, 41, 55, 0.95)',
      text: cs.getPropertyValue('--chartTooltipText').trim() || '#ffffff'
    };
  };",Color value hardcoded instead of using design token,var(--mm-color-*)
app/debug/hashtag-categories/page.tsx,110,#f59e0b,"              {/* WHAT: Fixed warning color for traditional hashtags metric - WHY: Semantic color (not CSS variable) for warning state */}
              {/* eslint-disable-next-line react/forbid-dom-p",Color value hardcoded instead of using design token,var(--mm-color-warning-500)
components/ColoredHashtagBubble.tsx,134,#3b82f6,"  // WHAT: Validate backgroundColor before using in style
  // WHY: React calls .trim() on style values, will crash if undefined
  const safeBackgroundColor = (backgroundColor && typeof backgroundColo",Color value hardcoded instead of using design token,var(--mm-color-primary-500)
components/ColorPickerField.module.css,73,#ccc,"  inset: 0;
  background-image: 
    linear-gradient(45deg, #ccc 25%, transparent 25%), 
    linear-gradient(-45deg, #ccc 25%, transparent 25%), 
    linear-gradient(45deg, transparent 75%, #ccc 75%),",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ColorPickerField.module.css,74,#ccc,"  background-image: 
    linear-gradient(45deg, #ccc 25%, transparent 25%), 
    linear-gradient(-45deg, #ccc 25%, transparent 25%), 
    linear-gradient(45deg, transparent 75%, #ccc 75%), 
    linear",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ColorPickerField.module.css,75,#ccc,"    linear-gradient(45deg, #ccc 25%, transparent 25%), 
    linear-gradient(-45deg, #ccc 25%, transparent 25%), 
    linear-gradient(45deg, transparent 75%, #ccc 75%), 
    linear-gradient(-45deg, tra",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ColorPickerField.module.css,76,#ccc,"    linear-gradient(-45deg, #ccc 25%, transparent 25%), 
    linear-gradient(45deg, transparent 75%, #ccc 75%), 
    linear-gradient(-45deg, transparent 75%, #ccc 75%);
  background-size: 8px 8px;
  b",Color value hardcoded instead of using design token,var(--mm-color-*)
components/SaveStatusIndicator.tsx,48,#3b82f6,"          icon: '💾',
          text: 'Saving...',
          color: '#3b82f6', // Blue
          bgColor: 'rgba(59, 130, 246, 0.1)'
        };",Color value hardcoded instead of using design token,var(--mm-color-primary-500)
components/SaveStatusIndicator.tsx,55,#10b981,"          icon: '✅',
          text: 'Saved',
          color: '#10b981', // Green
          bgColor: 'rgba(16, 185, 129, 0.1)'
        };",Color value hardcoded instead of using design token,var(--mm-color-success-500)
components/SaveStatusIndicator.tsx,62,#ef4444,"          icon: '❌',
          text: 'Save Error',
          color: '#ef4444', // Red
          bgColor: 'rgba(239, 68, 68, 0.1)'
        };",Color value hardcoded instead of using design token,var(--mm-color-error-500)
components/SaveStatusIndicator.tsx,70,#6b7280,"          icon: '📝',
          text: 'Ready',
          color: '#6b7280', // Gray
          bgColor: 'rgba(107, 114, 128, 0.1)'
        };",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/UnifiedPageHero.tsx,59,#1f2937,"  // WHY: Prevent undefined/null from appearing in CSS which causes React .trim() errors
  // HOW: Check each color value is string and non-empty before using
  const safePrimaryTextColor = (typeof pa",Color value hardcoded instead of using design token,var(--mm-color-*)
components/UnifiedPageHero.tsx,60,#1f2937,"  // HOW: Check each color value is string and non-empty before using
  const safePrimaryTextColor = (typeof pageStyle?.typography?.primaryTextColor === 'string' && pageStyle.typography.primaryTextCol",Color value hardcoded instead of using design token,var(--mm-color-*)
components/UnifiedPageHero.tsx,151,#ffffff,"                        ...((typeof pageStyle?.colorScheme?.primary === 'string' && pageStyle.colorScheme.primary.trim()) ? {
                          backgroundColor: pageStyle.colorScheme.primary.t",Color value hardcoded instead of using design token,var(--mm-color-*)
components/UnifiedPageHero.tsx,180,#ffffff,"                            ...((typeof pageStyle?.colorScheme?.primary === 'string' && pageStyle.colorScheme.primary.trim()) ? {
                              backgroundColor: pageStyle.colorScheme.p",Color value hardcoded instead of using design token,var(--mm-color-*)
components/UnifiedStatsHero.tsx,79,#ffffff,"            style={(typeof pageStyle?.colorScheme?.primary === 'string' && pageStyle.colorScheme.primary.trim()) ? {
              backgroundColor: pageStyle.colorScheme.primary.trim(),
              ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/UnifiedStatsHero.tsx,93,#ffffff,"            style={(typeof pageStyle?.colorScheme?.primary === 'string' && pageStyle.colorScheme.primary.trim()) ? {
              backgroundColor: pageStyle.colorScheme.primary.trim(),
              ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/HashtagCategoryDebug.tsx,72,#6b7280,"                      : 'rgba(59, 130, 246, 0.1)',
                    '--badge-color': category === 'general' 
                      ? '#6b7280' 
                      : '#2563eb',
                  ",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/HashtagCategoryDebug.tsx,73,#2563eb,"                    '--badge-color': category === 'general' 
                      ? '#6b7280' 
                      : '#2563eb',
                    '--badge-border': category === 'general' 
       ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/DataQualityInsights.tsx,28,#f59e0b,"        // WHY: Each star's color depends on its position vs rating (legitimate dynamic style)
        // eslint-disable-next-line react/forbid-dom-props
        <span key={i} style={{ color: i < rati",Color value hardcoded instead of using design token,var(--mm-color-warning-500)
components/DataQualityInsights.tsx,102,#ef4444,"      {/* Insight #2: Missing Critical Metrics Alert */}
      {showInsight([2]) && insights.missingCritical.blocking && (
        <ColoredCard accentColor=""#ef4444"" hoverable={false}>
          <div ",Color value hardcoded instead of using design token,var(--mm-color-error-500)
components/DataQualityInsights.tsx,110,#ef4444,"                WHY: Fixed critical color for missing metrics (legitimate semantic style) */}
            {/* eslint-disable-next-line react/forbid-dom-props */}
            <span className={styles.qu",Color value hardcoded instead of using design token,var(--mm-color-error-500)
components/DataQualityInsights.tsx,136,#8b5cf6,"      {/* Insight #3: Derived Metrics Status */}
      {showInsight([3]) && (
        <ColoredCard accentColor=""#8b5cf6"" hoverable={false}>
          <div className={styles.insightHeader}>
           ",Color value hardcoded instead of using design token,var(--mm-color-secondary-500)
components/DataQualityInsights.tsx,144,#8b5cf6,"                WHY: Fixed purple color for auto-computed metrics (legitimate semantic style) */}
            {/* eslint-disable-next-line react/forbid-dom-props */}
            <span className={style",Color value hardcoded instead of using design token,var(--mm-color-secondary-500)
components/DataQualityInsights.tsx,171,#3b82f6,"      {/* Insight #4: Optional Fields Coverage */}
      {showInsight([4]) && (
        <ColoredCard accentColor=""#3b82f6"" hoverable={false}>
          <div className={styles.insightHeader}>
         ",Color value hardcoded instead of using design token,var(--mm-color-primary-500)
components/DataQualityInsights.tsx,179,#3b82f6,"                WHY: Fixed blue color for optional fields (legitimate semantic style) */}
            {/* eslint-disable-next-line react/forbid-dom-props */}
            <span className={styles.qualit",Color value hardcoded instead of using design token,var(--mm-color-primary-500)
components/DataQualityInsights.tsx,203,#10b981,"        <ColoredCard 
          accentColor={
            insights.bitlyStatus.status === 'synced' ? '#10b981' :
            insights.bitlyStatus.status === 'stale' ? '#f59e0b' :
            '#ef4444'",Color value hardcoded instead of using design token,var(--mm-color-success-500)
components/DataQualityInsights.tsx,204,#f59e0b,"          accentColor={
            insights.bitlyStatus.status === 'synced' ? '#10b981' :
            insights.bitlyStatus.status === 'stale' ? '#f59e0b' :
            '#ef4444'
          } ",Color value hardcoded instead of using design token,var(--mm-color-warning-500)
components/DataQualityInsights.tsx,205,#ef4444,"            insights.bitlyStatus.status === 'synced' ? '#10b981' :
            insights.bitlyStatus.status === 'stale' ? '#f59e0b' :
            '#ef4444'
          } 
          hoverable={false}",Color value hardcoded instead of using design token,var(--mm-color-error-500)
components/DataQualityInsights.tsx,237,#f59e0b,"      {/* Insight #6: Data Consistency Warnings */}
      {showInsight([6]) && insights.consistencyWarnings.length > 0 && (
        <ColoredCard accentColor=""#f59e0b"" hoverable={false}>
          <div",Color value hardcoded instead of using design token,var(--mm-color-warning-500)
components/DataQualityInsights.tsx,245,#f59e0b,"                WHY: Fixed warning color for consistency issues (legitimate semantic style) */}
            {/* eslint-disable-next-line react/forbid-dom-props */}
            <span className={styles.",Color value hardcoded instead of using design token,var(--mm-color-warning-500)
components/DataQualityInsights.tsx,273,#3b82f6,"      {/* Insight #9: Enrichment Opportunities */}
      {showInsight([9]) && insights.enrichmentOpportunities.length > 0 && (
        <ColoredCard accentColor=""#3b82f6"" hoverable={false}>
          <",Color value hardcoded instead of using design token,var(--mm-color-primary-500)
components/DataQualityInsights.tsx,281,#3b82f6,"                WHY: Fixed blue color for opportunities (legitimate semantic style) */}
            {/* eslint-disable-next-line react/forbid-dom-props */}
            <span className={styles.qualityB",Color value hardcoded instead of using design token,var(--mm-color-primary-500)
components/DataQualityInsights.tsx,322,#10b981,"      {showInsight([10]) && (
        <ColoredCard 
          accentColor={insights.benchmarkingEligibility.eligible ? '#10b981' : '#ef4444'} 
          hoverable={false}
        >",Color value hardcoded instead of using design token,var(--mm-color-success-500)
components/StylePreview.tsx,26,#ffffff,"  const getBackgroundStyle = (bg: typeof style.pageBackground) => {
    if (bg.type === 'solid') {
      return { background: bg.solidColor || '#ffffff' };
    } else if (bg.type === 'gradient' && bg.",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StylePreview.tsx,36,#ffffff,"  const heroBackgroundStyle = getBackgroundStyle(style.heroBackground);
  const contentBoxStyle = {
    background: style.contentBoxBackground.solidColor || '#ffffff',
    opacity: style.contentBoxBac",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StylePreview.tsx,147,#f3f4f6,"              style={{
                ...contentBoxStyle,
                border: `1px solid ${style.chartColors?.chartBorder || '#f3f4f6'}`
              }}
            >",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StylePreview.tsx,158,#111827,"              <div 
                className={styles.mockKpiValue}
                style={{ color: style.chartColors?.chartValueColor || '#111827' }}
              >
                2,531",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StylePreview.tsx,164,#6b7280,"              <div 
                className={styles.mockKpiLabel}
                style={{ color: style.chartColors?.chartLabelColor || '#6b7280' }}
              >
                Total Fans",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/StylePreview.tsx,175,#f3f4f6,"              style={{
                ...contentBoxStyle,
                border: `1px solid ${style.chartColors?.chartBorder || '#f3f4f6'}`
              }}
            >",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StylePreview.tsx,201,#6b7280,"                    style={{ background: style.colorScheme.primary }}
                  />
                  <span style={{ color: style.chartColors?.chartLabelColor || '#6b7280' }}>Male 60%</span>
  ",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/StylePreview.tsx,208,#6b7280,"                    style={{ background: style.colorScheme.secondary }}
                  />
                  <span style={{ color: style.chartColors?.chartLabelColor || '#6b7280' }}>Female 40%</span",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/StylePreview.tsx,218,#f3f4f6,"              style={{
                ...contentBoxStyle,
                border: `1px solid ${style.chartColors?.chartBorder || '#f3f4f6'}`
              }}
            >",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StylePreview.tsx,229,#6b7280,"              <div className={styles.mockBarRows}>
                <div className={styles.mockBarRow}>
                  <span style={{ color: style.chartColors?.chartLabelColor || '#6b7280' }}>Jersey",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/StylePreview.tsx,239,#111827,"                    />
                  </div>
                  <span style={{ color: style.chartColors?.chartValueColor || '#111827' }}>450</span>
                </div>
                <div classN",Color value hardcoded instead of using design token,var(--mm-color-*)
components/StylePreview.tsx,242,#6b7280,"                </div>
                <div className={styles.mockBarRow}>
                  <span style={{ color: style.chartColors?.chartLabelColor || '#6b7280' }}>Scarf</span>
                  <di",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/StylePreview.tsx,252,#111827,"                    />
                  </div>
                  <span style={{ color: style.chartColors?.chartValueColor || '#111827' }}>320</span>
                </div>
              </div>",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartAlgorithmManager.tsx,482,#10b981,"        isActive: true,
        elements: [
          { id: 'element1', label: '', formula: '', color: '#10b981', description: '' }
        ],
        icon: '', // v10.4.0: Material Icon name (default",Color value hardcoded instead of using design token,var(--mm-color-success-500)
components/ChartAlgorithmManager.tsx,1131,#3b82f6,"                  // Always adjust to exact required element count
                  if (formData.elements.length !== requiredCount) {
                    const elementColors = ['#3b82f6', '#10b981', ",Color value hardcoded instead of using design token,var(--mm-color-primary-500)
components/ChartAlgorithmManager.tsx,1140,#6b7280,"                        label: i < formData.elements.length ? formData.elements[i].label : '',
                        formula: i < formData.elements.length ? formData.elements[i].formula : '',
      ",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/ChartAlgorithmManager.tsx,1627,#374151,"
        .form-label {
          color: #374151;
          font-weight: 500;
          margin-bottom: 0.5rem;",Color value hardcoded instead of using design token,var(--mm-gray-700)
components/ChartAlgorithmManager.tsx,1635,#d1d5db,"        .form-input {
          padding: 0.75rem;
          border: 1px solid #d1d5db;
          border-radius: 0.5rem;
          background: white;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartAlgorithmManager.tsx,1638,#1f2937,"          border-radius: 0.5rem;
          background: white;
          color: #1f2937;
          font-size: 0.875rem;
        }",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartAlgorithmManager.tsx,1644,#667eea,"        .form-input:focus {
          outline: none;
          border-color: #667eea;
          box-shadow: 0 0 0 3px rgba(102, 126, 234, 0.1);
        }",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartAlgorithmManager.tsx,1649,#e5e7eb,"
        .element-editor {
          border: 1px solid #e5e7eb;
          border-radius: 0.5rem;
          padding: 1rem;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartAlgorithmManager.tsx,1664,#374151,"
        .element-header strong {
          color: #374151;
          font-weight: 600;
        }",Color value hardcoded instead of using design token,var(--mm-gray-700)
components/ChartAlgorithmManager.tsx,1677,#f8fafc,"        .formula-input {
          font-family: 'Monaco', 'Menlo', 'Ubuntu Mono', monospace;
          background: #f8fafc;
          border: 1px solid #cbd5e1;
          color: #1e293b;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartAlgorithmManager.tsx,1678,#cbd5e1,"          font-family: 'Monaco', 'Menlo', 'Ubuntu Mono', monospace;
          background: #f8fafc;
          border: 1px solid #cbd5e1;
          color: #1e293b;
        }",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartAlgorithmManager.tsx,1679,#1e293b,"          background: #f8fafc;
          border: 1px solid #cbd5e1;
          color: #1e293b;
        }
",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartAlgorithmManager.tsx,1684,#667eea,"        .formula-input:focus {
          background: white;
          border-color: #667eea;
        }
",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartAlgorithmManager.tsx,1690,#d1d5db,"          width: 50px;
          height: 38px;
          border: 1px solid #d1d5db;
          border-radius: 0.25rem;
          cursor: pointer;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartAlgorithmManager.tsx,1706,#667eea,"        .chart-type-info {
          background: rgba(102, 126, 234, 0.1);
          color: #667eea;
          padding: 0.25rem 0.5rem;
          border-radius: 0.25rem;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartAlgorithmManager.tsx,1725,#6b7280,"        
        .field-label {
          color: #6b7280;
          font-size: 0.75rem;
          font-weight: 500;",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/ChartAlgorithmManager.tsx,1748,#ef4444,"        
        .formula-error {
          border-color: #ef4444 !important;
          background: rgba(239, 68, 68, 0.05) !important;
        }",Color value hardcoded instead of using design token,var(--mm-color-error-500)
components/ChartAlgorithmManager.tsx,1753,#10b981,"        
        .formula-valid {
          border-color: #10b981 !important;
          background: rgba(16, 185, 129, 0.05) !important;
        }",Color value hardcoded instead of using design token,var(--mm-color-success-500)
components/ChartAlgorithmManager.tsx,1758,#ef4444,"        
        .formula-error-message {
          color: #ef4444;
          font-size: 0.75rem;
          margin-top: 0.25rem;",Color value hardcoded instead of using design token,var(--mm-color-error-500)
components/ChartAlgorithmManager.tsx,1764,#10b981,"        
        .formula-success-message {
          color: #10b981;
          font-size: 0.75rem;
          margin-top: 0.25rem;",Color value hardcoded instead of using design token,var(--mm-color-success-500)
components/ChartAlgorithmManager.tsx,1773,#e5e7eb,"        .formatting-section {
          background: rgba(249, 250, 251, 0.8);
          border: 1px solid #e5e7eb;
          border-radius: 0.75rem;
          padding: 1.5rem;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartAlgorithmManager.tsx,1780,#374151,"        
        .formatting-section-title {
          color: #374151;
          font-size: 1.125rem;
          font-weight: 600;",Color value hardcoded instead of using design token,var(--mm-gray-700)
components/ChartAlgorithmManager.tsx,1788,#e5e7eb,"        .formatting-group {
          background: white;
          border: 1px solid #e5e7eb;
          border-radius: 0.5rem;
          padding: 1rem;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartAlgorithmManager.tsx,1799,#6b7280,"        
        .formatting-group-title {
          color: #6b7280;
          font-size: 0.875rem;
          font-weight: 600;",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/ChartAlgorithmManager.tsx,1827,#374151,"        
        .formatting-checkbox span {
          color: #374151;
          font-size: 0.875rem;
          font-weight: 500;",Color value hardcoded instead of using design token,var(--mm-gray-700)
components/ChartAlgorithmManager.tsx,1853,#6b7280,"        
        .formatting-input-group label {
          color: #6b7280;
          font-size: 0.75rem;
          font-weight: 500;",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/ChartAlgorithmManager.tsx,1882,#1e40af,"        
        .constraint-badge {
          color: #1e40af;
          font-weight: 600;
          margin-bottom: 0.5rem;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartAlgorithmManager.tsx,1888,#6b7280,"        
        .constraint-note {
          color: #6b7280;
          font-size: 0.875rem;
          font-style: italic;",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/ChartAlgorithmManager.tsx,1907,#e5e7eb,"          gap: 1rem;
          padding: 0 0 1rem 0;
          border-bottom: 1px solid #e5e7eb;
        }
        ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartAlgorithmManager.tsx,1925,#e5e7eb,"        .variable-picker-item {
          padding: 0.75rem;
          border: 1px solid #e5e7eb;
          border-radius: 0.5rem;
          cursor: pointer;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartAlgorithmManager.tsx,1932,#667eea,"        
        .variable-picker-item:hover {
          border-color: #667eea;
          background: rgba(102, 126, 234, 0.05);
        }",Color value hardcoded instead of using design token,var(--mm-color-*)
components/ChartAlgorithmManager.tsx,1945,#6b7280,"        .variable-picker-category {
          background: rgba(107, 114, 128, 0.1);
          color: #6b7280;
          padding: 0.125rem 0.375rem;
          border-radius: 0.25rem;",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/ChartAlgorithmManager.tsx,1955,#374151,"        .variable-picker-item-name {
          font-weight: 500;
          color: #374151;
          margin-bottom: 0.25rem;
        }",Color value hardcoded instead of using design token,var(--mm-gray-700)
components/ChartAlgorithmManager.tsx,1961,#6b7280,"        .variable-picker-item-description {
          font-size: 0.875rem;
          color: #6b7280;
          line-height: 1.4;
        }",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/ReportStylePreview.tsx,37,#3b82f6,"    const root = document.documentElement;
    const cs = getComputedStyle(root);
    const c1 = cs.getPropertyValue('--pieColor1').trim() || '#3b82f6';
    const c2 = cs.getPropertyValue('--pieColor2",Color value hardcoded instead of using design token,var(--mm-color-primary-500)
components/ReportStylePreview.tsx,38,#10b981,"    const cs = getComputedStyle(root);
    const c1 = cs.getPropertyValue('--pieColor1').trim() || '#3b82f6';
    const c2 = cs.getPropertyValue('--pieColor2').trim() || '#10b981';
    return [c1, c2]",Color value hardcoded instead of using design token,var(--mm-color-success-500)
components/ReportStylePreview.tsx,77,#ffffff,"    return {
      bg: cs.getPropertyValue('--chartTooltipBackground').trim() || 'rgba(31, 41, 55, 0.95)',
      text: cs.getPropertyValue('--chartTooltipText').trim() || '#ffffff'
    };
  };",Color value hardcoded instead of using design token,var(--mm-color-*)
components/RoleDropdown.tsx,203,#f3f4f6,"function getRoleConfig(role: UserRole): { bg: string; color: string; icon: string; label: string } {
  const configs: Record<UserRole, { bg: string; color: string; icon: string; label: string }> = {
 ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/RoleDropdown.tsx,204,#dbeafe,"  const configs: Record<UserRole, { bg: string; color: string; icon: string; label: string }> = {
    guest: { bg: '#f3f4f6', color: '#6b7280', icon: '👤', label: 'Guest' },
    user: { bg: '#dbeafe',",Color value hardcoded instead of using design token,var(--mm-color-*)
components/RoleDropdown.tsx,205,#d1fae5,"    guest: { bg: '#f3f4f6', color: '#6b7280', icon: '👤', label: 'Guest' },
    user: { bg: '#dbeafe', color: '#1e40af', icon: '👥', label: 'User' },
    admin: { bg: '#d1fae5', color: '#065f46', icon",Color value hardcoded instead of using design token,var(--mm-color-*)
components/RoleDropdown.tsx,206,#ede9fe,"    user: { bg: '#dbeafe', color: '#1e40af', icon: '👥', label: 'User' },
    admin: { bg: '#d1fae5', color: '#065f46', icon: '🔧', label: 'Admin' },
    superadmin: { bg: '#ede9fe', color: '#5b21b6',",Color value hardcoded instead of using design token,var(--mm-color-*)
components/CategorizedHashtagInput.tsx,150,#667eea,"              // WHY: Each category has unique color stored in database
              // eslint-disable-next-line react/forbid-dom-props
              style={{ backgroundColor: (typeof category.color ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/CategorizedHashtagInput.tsx,330,#374151,"          font-size: 1rem;
          font-weight: 600;
          color: #374151;
        }
        ",Color value hardcoded instead of using design token,var(--mm-gray-700)
components/CategorizedHashtagInput.tsx,336,#6b7280,"        .category-count {
          font-size: 0.875rem;
          color: #6b7280;
          font-weight: 500;
        }",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/CategorizedHashtagInput.tsx,349,#374151,"        
        .section-note small {
          color: #374151;
          font-size: 0.8125rem;
        }",Color value hardcoded instead of using design token,var(--mm-gray-700)
components/CategorizedHashtagInput.tsx,365,#1f2937,"          font-size: 1.25rem;
          font-weight: 600;
          color: #1f2937;
        }
        ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/CategorizedHashtagInput.tsx,369,#6b7280,"        
        .section-description {
          color: #6b7280;
          font-size: 0.875rem;
        }",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/CategorizedHashtagInput.tsx,413,#d1d5db,"          width: 100%;
          padding: 0.75rem 1rem;
          border: 2px solid #d1d5db;
          border-radius: 8px;
          font-size: 1rem;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/CategorizedHashtagInput.tsx,416,#374151,"          border-radius: 8px;
          font-size: 1rem;
          color: #374151;
          background: white;
          transition: all 0.2s ease;",Color value hardcoded instead of using design token,var(--mm-gray-700)
components/CategorizedHashtagInput.tsx,423,#6366f1,"        .general-input-field:focus {
          outline: none;
          border-color: #6366f1;
          box-shadow: 0 0 0 3px rgba(99, 102, 241, 0.1);
        }",Color value hardcoded instead of using design token,var(--mm-color-primary-600)
components/CategorizedHashtagInput.tsx,428,#f9fafb,"        
        .general-input-field:disabled {
          background: #f9fafb;
          border-color: #e5e7eb;
          color: #9ca3af;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/CategorizedHashtagInput.tsx,429,#e5e7eb,"        .general-input-field:disabled {
          background: #f9fafb;
          border-color: #e5e7eb;
          color: #9ca3af;
          cursor: not-allowed;",Color value hardcoded instead of using design token,var(--mm-color-*)
components/CategorizedHashtagInput.tsx,430,#9ca3af,"          background: #f9fafb;
          border-color: #e5e7eb;
          color: #9ca3af;
          cursor: not-allowed;
        }",Color value hardcoded instead of using design token,var(--mm-color-*)
components/CategorizedHashtagInput.tsx,435,#9ca3af,"        
        .general-input-field::placeholder {
          color: #9ca3af;
        }
        ",Color value hardcoded instead of using design token,var(--mm-color-*)
components/CategorizedHashtagInput.tsx,445,#6b7280,"        
        .loading-spinner {
          color: #6b7280;
          font-size: 0.875rem;
        }",Color value hardcoded instead of using design token,var(--mm-gray-500)
components/CategorizedHashtagInput.tsx,450,#6b7280,"        
        .empty-state {
          color: #6b7280;
        }
        ",Color value hardcoded instead of using design token,var(--mm-gray-500)
